House_Address,Price,Bedrooms,Bathrooms,SqFT,lot,yearbuilt,lastsoldifavailable,heattype,zillowdays,cooling,parking,basement,fireplace,floorcover
House_Address,Price,Bedrooms,Bathrooms,SqFT,lot,yearbuilt,lastsoldifavailable,heattype,zillowdays,cooling,parking,basement,fireplace,floorcover
"2106 Savanna Dr , Champaign, IL 61822","$340,000 ",5 beds,3.5 baths,"2,507 sq ft",Contact for details,2012,"Apr 2012 for $340,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"1511 English Oak Dr , Champaign, IL 61822","$439,000 ",6 beds,4 baths,"3,449 sq ft","2,809 sqft",2012,"May 2013 for $439,000",Contact for details,Central,Garage - Attached,Unknown,Unknown,"Carpet, Hardwood, Tile",Unknown
"1607 Sandcherry Ct , Champaign, IL 61822","$347,000 ",5 beds,4 baths,"2,378 sq ft",Contact for details,2012,"Mar 2013 for $347,000",Forced air,Central,Garage - Attached,Unknown,Unknown,"Carpet, Hardwood, Tile",Unknown
"1405 English Oak Dr , Champaign, IL 61822","$395,000 ",4 beds,3 baths,"2,529 sq ft",0.27 acres,2012,"Jun 2012 for $75,000",Forced air,318,Central,Garage - Attached,Unknown,Unknown,"Carpet, Hardwood, Tile"
"1618 Crabapple Ln , Champaign, IL 61822","$67,000 ",4 beds,2.5 baths,"2,530 sq ft",Contact for details,2012,"May 2011 for $67,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"4712 Watermark Dr , Champaign, IL 61822","$275,000 ",4 beds,2.5 baths,"2,251 sq ft","9,600 sqft",2011,"May 2011 for $275,000",Contact for details,Unknown,Unknown,Unknown,Yes,Unknown,Unknown
"5103 Stonebridge Dr , Champaign, IL 61822","$303,500 ",5 beds,3.5 baths,"2,157 sq ft","9,240 sqft",2011,"Jul 2012 for $303,500",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"2102 Savanna Dr , Champaign, IL 61822","$320,500 ",4 beds,2.5 baths,"2,420 sq ft","10,010 sqft",2011,"Aug 2012 for $320,500",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"4905 Stonebridge Dr , Champaign, IL 61822","$315,000 ",5 beds,3.5 baths,"3,403 sq ft","2,356 sqft",2011,"Jul 2013 for $315,000",Forced air,Central,Garage - Attached,Unknown,Unknown,"Carpet, Hardwood, Tile",Unknown
"5107 Stonebridge Dr , Champaign, IL 61822","$345,000 ",4 beds,3 baths,"2,466 sq ft","9,240 sqft",2011,"Jul 2012 for $345,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"2007 Savanna Dr , Champaign, IL 61822","$310,000 ",5 beds,4 baths,"2,901 sq ft","10,780 sqft",2011,"Jun 2011 for $310,000",Contact for details,Unknown,Unknown,Unknown,Yes,Unknown,Yes
"2108 Savanna Dr , Champaign, IL 61822","$309,500 ",4 beds,4 baths,"2,994 sq ft","10,790 sqft",2011,"Aug 2011 for $309,500",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"2010 Savanna Dr , Champaign, IL 61822","$405,000 ","10,790 sqft","May 2011 for $405,000",910,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"3918 Wild Flower Dr , Champaign, IL 61822","$304,900 ",4 beds,4 baths,"2,296 sq ft",Unknown,2011,"Apr 2011 for $315,000",Forced air,212,Central,Garage - Attached,Unknown,Unknown,"Carpet, Hardwood, Laminate"
"402 Krebs Dr , Champaign, IL 61822","$209,000 ",3 beds,2.5 baths,"2,100 sq ft",Contact for details,2011,"Jun 2011 for $209,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"1302 English Oak Dr , Champaign, IL 61822","$561,500 ",5 beds,4.5 baths,"2,951 sq ft",0.29 acres,2011,"Aug 2012 for $561,500",Forced air,Central,Garage - Attached,Finished,Yes,"Carpet, Hardwood, Tile",Unknown
"1613 Sandcherry Ct , Champaign, IL 61822","$310,000 ",5 beds,4.5 baths,"2,827 sq ft","10,625 sqft",2011,"Jun 2011 for $310,000",Forced air,Central,Garage - Attached,Unknown,Unknown,"Carpet, Hardwood, Tile",Unknown
"1612 Sandcherry Ct , Champaign, IL 61822","$764,900 ",5 beds,5 baths,"3,670 sq ft","9,000 sqft",2011,"Feb 2011 for $695,000",Forced air,175,Central,Garage - Attached,Finished,Yes,"Carpet, Hardwood, Tile"
"1608 Sandcherry Ct , Champaign, IL 61822","$422,500 ",4 beds,3 baths,"2,998 sq ft",Contact for details,2011,"Jul 2013 for $422,500",Forced air,Central,Garage - Attached,Unknown,Unknown,"Carpet, Hardwood, Tile",Unknown
"3807 Freedom Blvd , Champaign, IL 61822","$420,000 ",4 beds,3.5 baths,"3,348 sq ft",0.31 acres,2010,"Jan 2011 for $420,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"2105 Wiggins St , Champaign, IL 61822","$350,000 ",5 beds,3.5 baths,"2,466 sq ft","10,010 sqft",2010,"May 2011 for $350,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"2309 Joseph St , Champaign, IL 61822","$295,000 ",5 beds,3.5 baths,"2,092 sq ft",66 acres,2010,"May 2012 for $295,000",Forced air,Central,Unknown,Finished,Yes,"Carpet, Hardwood, Tile",No
"1109 Declaration Dr , SAVOY, IL 61874","$389,500 ",4 beds,4 baths,"3,740 sq ft",0.26 acres,2010,"Aug 2013 for $389,500",Forced air,Central,Garage - Attached,Unknown,Unknown,"Carpet, Hardwood, Tile",Unknown
"4907 Allison Dr , Champaign, IL 61822","$297,000 ",3 beds,3 baths,"2,209 sq ft",Contact for details,2010,"Mar 2011 for $297,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"2005 Savanna Dr , Champaign, IL 61822","$329,000 ",4 beds,2 baths,"2,770 sq ft","10,010 sqft",2010,"Jun 2011 for $329,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"2331 Savanna Dr , Champaign, IL 61822","$244,500 ",4 beds,3 baths,"2,095 sq ft","7,986 sqft",2010,"Dec 2011 for $244,500",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"2001 Savanna Dr , Champaign, IL 61822","$334,000 ",5 beds,4 baths,"2,504 sq ft","10,780 sqft",2010,"Nov 2013 for $334,000",Forced air,Central,Garage - Attached,Unknown,Unknown,"Carpet, Hardwood, Tile",Unknown
"2305 Joseph St , Champaign, IL 61822","$252,000 ",4 beds,4 baths,"2,079 sq ft",Contact for details,2010,"Dec 2010 for $252,000",Contact for details,Central,Garage - Attached,Unknown,Unknown,"Carpet, Tile",Unknown
"1413 Farley Ln , Champaign, IL 61822","$205,000 ",4 beds,2.5 baths,"2,123 sq ft","9,265 sqft",2010,"Mar 2011 for $205,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"4013 Tallgrass Dr , Champaign, IL 61822","$257,000 ",4 beds,2.5 baths,"2,244 sq ft","8,880 sqft",2010,"Feb 2011 for $257,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"715 Sedgegrass Dr , Champaign, IL 61822","$279,000 ",4 beds,2.5 baths,"2,287 sq ft","8,880 sqft",2010,"May 2013 for $279,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"4815 Sandcherry Dr , Champaign, IL 61822","$375,000 ",4 beds,2.5 baths,"3,813 sq ft",0.26 acres,2010,"May 2011 for $375,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"5006 Sandcherry Dr , Champaign, IL 61822","$799,000 ",4 beds,5 baths,"3,380 sq ft",0.29 acres,2010,"Sep 2012 for $799,000",Forced air,52,Central,Garage - Attached,Unknown,Unknown,"Carpet, Hardwood, Tile"
"4707 English Oak Ct , Champaign, IL 61822","$520,000 ",5 beds,4 baths,"2,734 sq ft",Contact for details,2010,"Nov 2013 for $520,000",Forced air,Central,Garage - Attached,Unknown,Unknown,"Carpet, Hardwood",Unknown
"1503 English Oak Dr , Champaign, IL 61822","$607,000 ",6 beds,5 baths,"4,080 sq ft",0.27 acres,2010,"Jun 2012 for $607,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"1210 English Oak Dr , Champaign, IL 61822","$585,000 ",5 beds,4.5 baths,"3,569 sq ft",Contact for details,2010,"Jul 2011 for $585,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"1011 Declaration Dr , Savoy, IL 61874","$368,000 ",5 beds,4 baths,"3,630 sq ft","8,640 sqft",2009,"Jan 2013 for $368,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"1105 Declaration Dr , Savoy, IL 61874","$325,000 ",4 beds,2.5 baths,"2,579 sq ft",Contact for details,2009,"Sep 2012 for $325,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"4904 Peifer Ln , Champaign, IL 61822","$517,000 ",5 beds,4 baths,"2,829 sq ft","9,600 sqft",2009,"Sep 2013 for $517,000",Forced air,Central,Garage - Attached,Unknown,Unknown,"Carpet, Hardwood, Tile",Unknown
"2203 Savanna Dr , Champaign, IL 61822","$320,000 ",4 beds,2.5 baths,"2,690 sq ft",74 acres,2009,"Feb 2011 for $320,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"2301 Savanna Dr , Champaign, IL 61822","$351,500 ",4 beds,3.5 baths,"2,287 sq ft",Contact for details,2009,"May 2011 for $351,500",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"1408 Farley Ln , Champaign, IL 61822","$200,000 ",4 beds,3 baths,"2,196 sq ft",Contact for details,2009,"Aug 2012 for $200,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"729 Sedgegrass Dr , Champaign, IL 61822","$231,000 ",4 beds,4 baths,"2,910 sq ft","7,440 sqft",2009,"Aug 2012 for $231,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"1618 English Oak Dr , Champaign, IL 61822","$335,000 ",5 beds,4 baths,"3,313 sq ft",Contact for details,2009,"Sep 2013 for $335,000",Forced air,Central,Garage - Attached,Unknown,No,"Carpet, Hardwood, Linoleum / Vinyl",No
"4714 Chestnut Grove Dr , Champaign, IL 61822","$465,000 ",5 beds,3 baths,"2,501 sq ft","7,293 sqft",2009,"May 2013 for $465,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"5012 Sandcherry Dr , Champaign, IL 61822","$579,000 ",5 beds,4.5 baths,"3,232 sq ft",0.33 acres,2009,"Aug 2011 for $579,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"1301 English Oak Dr , Champaign, IL 61822","$500,000 ",5 beds,4.5 baths,"3,379 sq ft",155 sqft,2009,"Mar 2011 for $500,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"1901 Vale St , Champaign, IL 61822","$450,000 ",4 beds,3.5 baths,"2,901 sq ft","9,520 sqft",2008,"Jul 2013 for $450,000",Forced air,Central,Garage - Attached,Unknown,Unknown,"Carpet, Hardwood, Tile",Unknown
"2317 Blanche Ln , Champaign, IL 61822","$184,000 ",4 beds,4 baths,"2,209 sq ft","3,960 sqft",2008,"Oct 2013 for $184,000",Forced air,Central,Garage - Attached,Unknown,Unknown,"Carpet, Hardwood",Unknown
"2108 Talans Dr , Champaign, IL 61822","$342,000 ",4 beds,3.5 baths,"3,202 sq ft",120 sqft,2008,"Mar 2011 for $342,000",Contact for details,Unknown,Unknown,Finished,Yes,Unknown,Unknown
"2105 Emerald Dr , Champaign, IL 61822","$338,000 ",5 beds,4 baths,"3,368 sq ft","10,790 sqft",2008,"Jun 2011 for $338,000",Contact for details,Unknown,Unknown,Unknown,Yes,Unknown,Unknown
"4537 Nicklaus Dr , Champaign, IL 61822","$208,000 ",3 beds,3 baths,"2,095 sq ft",Contact for details,2008,"Sep 2012 for $208,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"1913 Savanna Dr , Champaign, IL 61822","$337,500 ",5 beds,4 baths,"3,442 sq ft",Contact for details,2008,"Jul 2013 for $337,500",Forced air,Central,Garage - Attached,Unknown,Unknown,"Carpet, Hardwood, Tile",Unknown
"725 County Road 2200 N , Champaign, IL 61822","$570,000 ",5 beds,6 baths,"3,500 sq ft",10.4 acres,2008,"Nov 2011 for $570,000",Forced air,Central,Garage - Attached,Unknown,Yes,"Carpet, Hardwood, Tile",Unknown
"3911 Daffodil Ln , Champaign, IL 61822","$251,000 ",4 beds,2.5 baths,"2,776 sq ft","2,025 sqft",2008,"Jun 2013 for $251,000",Forced air,Central,Garage - Attached,Unknown,Unknown,"Carpet, Hardwood, Tile",Unknown
"1214 English Oak Dr , Champaign, IL 61822","$485,000 ",5 beds,4.5 baths,"3,239 sq ft",0.29 acres,2008,"Jul 2013 for $485,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"4112 Rayburn Ct , Champaign, IL 61822","$240,000 ",4 beds,3.5 baths,"2,900 sq ft",Contact for details,2008,"Oct 2013 for $240,000",Contact for details,Unknown,Unknown,Unknown,Yes,"Carpet, Tile",Unknown
"3804 Brookfield Dr , Champaign, IL 61822","$233,000 ",5 beds,4 baths,"2,112 sq ft",Contact for details,2008,"May 2013 for $233,000",Forced air,Central,Garage - Attached,Unknown,Unknown,"Carpet, Linoleum / Vinyl",Unknown
"1212 English Oak Dr , Champaign, IL 61822","$577,500 ",5 beds,5 baths,"3,223 sq ft",Contact for details,2008,"Aug 2011 for $577,500",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"5018 Chestnut Grove Dr , Champaign, IL 61822","$437,500 ",4 beds,3 baths,"2,545 sq ft","2,543 sqft",2008,"Mar 2013 for $437,500","Forced air, Heat pump","Central, Other",Garage - Attached,Unknown,Unknown,"Carpet, Hardwood, Tile",Unknown
"4809 Sandcherry Dr , Champaign, IL 61822","$412,000 ",5 beds,3.5 baths,"3,048 sq ft",121 sqft,2008,"Jul 2013 for $412,000",Forced air,Central,Garage - Attached,Unknown,Unknown,"Carpet, Hardwood, Tile",Unknown
"1502 Cobblestone Way , Champaign, IL 61822","$220,000 ",3 beds,3 baths,"2,136 sq ft","9,350 sqft",2008,"Jul 2011 for $220,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"901 Trailway Dr , Champaign, IL 61822","$305,000 ",5 beds,3.5 baths,"2,255 sq ft",Contact for details,2008,"Sep 2012 for $305,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"813 Chickory Dr , Champaign, IL 61822","$195,000 ",4 beds,2 baths,"2,247 sq ft",75.28 acres,2008,"Jun 2012 for $195,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"2116 Leahs Ln , Champaign, IL 61822","$282,500 ",4 beds,3 baths,"2,344 sq ft",Contact for details,2007,"Aug 2013 for $282,500","Forced air, Other",Central,Garage - Attached,Unknown,Unknown,"Carpet, Hardwood, Tile",Unknown
"1910 Savanna Dr , Champaign, IL 61822","$530,100 ",5 beds,4.5 baths,"4,584 sq ft","3,293 sqft",2007,"Oct 2013 for $530,100",Forced air,Central,Garage - Attached,Unknown,Unknown,"Carpet, Hardwood, Tile",Unknown
"4905 Westborough Dr , Champaign, IL 61822","$351,000 ",5 beds,3.5 baths,"2,925 sq ft","9,960 sqft",2007,"Jun 2011 for $351,000",Contact for details,Unknown,Unknown,Unknown,Yes,Unknown,Unknown
"4306 Southford Trace Dr , Champaign, IL 61822","$700,000 ",5 beds,5.5 baths,"4,136 sq ft",Contact for details,2007,"Jul 2012 for $700,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"5117 Jacks Blvd , Champaign, IL 61822","$275,000 ",5 beds,3.5 baths,"3,220 sq ft",0.26 acres,2007,"Jun 2013 for $275,000",Forced air,Central,Garage - Attached,Unknown,Unknown,"Carpet, Hardwood, Tile",Unknown
"4513 Ironwood Ln , Champaign, IL 61822","$328,000 ",5 beds,3.5 baths,"2,437 sq ft",Contact for details,2007,"Jun 2013 for $328,000",Forced air,Central,Garage - Attached,Unknown,No,"Carpet, Hardwood, Tile",No
"5109 Jacks Blvd , Champaign, IL 61822","$355,000 ",6 beds,4 baths,"2,453 sq ft",Contact for details,2007,"Aug 2013 for $355,000",Forced air,Central,Garage - Attached,Unknown,Unknown,"Carpet, Hardwood, Tile",Unknown
"2104 Leahs Ln , Champaign, IL 61822","$264,000 ",5 beds,3 baths,"2,856 sq ft",2.84 acres,2007,"May 2012 for $264,000",Forced air,Central,Garage - Attached,Unfinished,Yes,"Carpet, Hardwood",Unknown
"2007 Talans Dr , Champaign, IL 61822","$270,000 ",5 beds,3.5 baths,"3,054 sq ft","2,378 sqft",2007,"Oct 2013 for $270,000",Forced air,Central,Garage - Attached,Unknown,Unknown,"Carpet, Hardwood, Tile",Unknown
"2111 Savanna Dr , Champaign, IL 61822","$349,000 ",5 beds,3.5 baths,"4,250 sq ft",0.32 acres,2007,"Jul 2013 for $349,000",Forced air,Central,Garage - Attached,Unknown,Unknown,"Carpet, Hardwood, Tile",Unknown
"5111 Jacks Blvd , Champaign, IL 61822","$320,000 ",4 beds,3.5 baths,"2,672 sq ft",Contact for details,2007,"Jul 2011 for $320,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"2315 Savanna Dr , Champaign, IL 61822","$322,000 ",5 beds,3.5 baths,"2,350 sq ft",Contact for details,2007,"Oct 2011 for $322,000",Forced air,Central,Garage - Attached,Finished,Yes,"Carpet, Hardwood, Tile",Unknown
"801 Chickory Dr , Champaign, IL 61822","$219,000 ",4 beds,2.5 baths,"3,058 sq ft","2,090 sqft",2007,"May 2013 for $219,000",Forced air,Central,Garage - Attached,Unknown,Yes,"Carpet, Linoleum / Vinyl",Unknown
"3920 Daffodil Ln , Champaign, IL 61822","$210,000 ",3 beds,2.5 baths,"2,199 sq ft",77 acres,2007,"Dec 2011 for $210,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"68 Greencroft Dr , Champaign, IL 61821","$1,025,000 ",6 beds,5.5 baths,"5,190 sq ft",Contact for details,2007,"Oct 2011 for $1,025,000",Forced air,"Central, Geothermal",Garage - Attached,Finished,Yes,"Hardwood, Other",Unknown
"1512 English Oak Dr , Champaign, IL 61822","$715,000 ",6 beds,5.5 baths,"4,392 sq ft",50 acres,2007,"Sep 2011 for $715,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"4705 Westborough Dr , Champaign, IL 61822","$405,000 ",5 beds,4 baths,"2,793 sq ft","9,600 sqft",2007,"Aug 2013 for $405,000",Forced air,Central,Garage - Attached,Finished,Yes,"Carpet, Hardwood, Tile",No
"4702 Chestnut Grove Dr , Champaign, IL 61822","$425,000 ",4 beds,4 baths,"2,580 sq ft",0.55 acres,2007,"Jul 2012 for $425,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"4808 Westborough Dr , Champaign, IL 61822","$409,000 ",5 beds,4 baths,"4,046 sq ft","10,160 sqft",2007,"Sep 2011 for $409,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"1613 Crabapple Ln , Champaign, IL 61822","$595,000 ",4 beds,4 baths,"2,928 sq ft",0.27 acres,2007,"Aug 2011 for $595,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"5021 Chestnut Grove Dr , Champaign, IL 61822","$817,500 ",6 beds,4.5 baths,"7,282 sq ft","7,847 sqft",2007,"Apr 2012 for $817,500",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"4702 Sandcherry Dr , Champaign, IL 61822","$650,000 ",5 beds,4.5 baths,"6,236 sq ft","4,051 sqft",2007,"Aug 2013 for $650,000",Forced air,Central,Garage - Attached,Unknown,Unknown,"Carpet, Hardwood, Tile",Unknown
"4801 Westborough Dr , Champaign, IL 61822","$360,000 ",5 beds,4 baths,"4,041 sq ft","9,600 sqft",2007,"Aug 2012 for $360,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"4716 Chestnut Grove Dr , Champaign, IL 61822","$460,000 ",4 beds,3.5 baths,"3,785 sq ft","2,857 sqft",2007,"Aug 2013 for $460,000",Forced air,Central,Garage - Attached,Unknown,Unknown,"Carpet, Hardwood",Unknown
"3112 Summithill Pl , Champaign, IL 61822","$650,000 ",4 beds,3 baths,"6,534 sq ft",Contact for details,2006,"Feb 2012 for $650,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"4806 Peifer Ln , Champaign, IL 61822","$365,000 ",6 beds,3.5 baths,"5,368 sq ft",Contact for details,2006,"Nov 2013 for $365,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"2108 Leahs Ln , Champaign, IL 61822","$260,000 ",4 beds,2.5 baths,"2,338 sq ft","8,880 sqft",2006,"May 2013 for $260,000",Forced air,Central,Garage - Attached,Unknown,Unknown,"Carpet, Hardwood, Tile",Unknown
"5011 Stonebridge Dr , Champaign, IL 61822","$385,000 ",4 beds,4 baths,"2,864 sq ft","8,880 sqft",2006,"May 2011 for $385,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"2119 Leahs Ln , Champaign, IL 61822","$380,000 ",5 beds,4.5 baths,"2,745 sq ft",0.27 acres,2006,"Dec 2010 for $380,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"2103 Vale St , Champaign, IL 61822","$337,000 ",5 beds,3.5 baths,"2,788 sq ft","9,960 sqft",2006,"Mar 2011 for $337,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"1802 Vale St , Champaign, IL 61822","$319,000 ",5 beds,3.5 baths,"2,654 sq ft",Contact for details,2006,"May 2012 for $319,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"1814 Savanna Dr , Champaign, IL 61822","$655,000 ",5 beds,4 baths,"3,158 sq ft",0.28 acres,2006,"May 2013 for $655,000",Forced air,Central,Garage - Attached,Unknown,Unknown,"Carpet, Hardwood",Unknown
"4907 Westborough Dr , Champaign, IL 61822","$305,500 ",4 beds,2.5 baths,"2,790 sq ft","1,505 sqft",2006,"Apr 2011 for $305,500",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"2006 Wiggins St , Champaign, IL 61822","$325,000 ",5 beds,4 baths,"3,500 sq ft","10,790 sqft",2006,"Apr 2013 for $325,000",Forced air,Central,Garage - Attached,Finished,No,"Carpet, Hardwood, Laminate, Tile",No
"4707 Watermark Dr , Champaign, IL 61822","$317,500 ",4 beds,2.5 baths,"2,585 sq ft",0.31 acres,2006,"Sep 2011 for $317,500",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"3915 Daffodil Ln , Champaign, IL 61822","$247,000 ",4 beds,3.5 baths,"3,039 sq ft",Contact for details,2006,"Jun 2012 for $247,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"804 Trailway Dr , Champaign, IL 61822","$205,000 ",4 beds,3 baths,"2,193 sq ft",Contact for details,2006,"Jan 2012 for $205,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"4201 Curtis Meadow Dr , Champaign, IL 61822","$665,000 ",6 beds,6 baths,"4,292 sq ft",184 sqft,2006,"May 2013 for $665,000",Forced air,Central,Garage - Attached,Partial,Yes,"Carpet, Hardwood, Tile",No
"3922 Rockdale Dr , Champaign, IL 61822","$199,000 ",3 beds,2.5 baths,"2,536 sq ft","1,794 sqft",2006,"May 2013 for $199,000",Forced air,Central,Garage - Attached,Unknown,Unknown,"Carpet, Hardwood, Linoleum / Vinyl",Unknown
"3903 Trailway Dr , Champaign, IL 61822","$197,000 ",4 beds,2.5 baths,"2,080 sq ft","2,082 sqft",2006,"Sep 2013 for $197,000",Forced air,Central,Garage - Attached,Unfinished,Yes,"Carpet, Laminate, Linoleum / Vinyl, Tile",Unknown
"4718 Chestnut Grove Dr , Champaign, IL 61822","$317,000 ",4 beds,3.5 baths,"2,743 sq ft",Contact for details,2006,"Jul 2011 for $317,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"1607 English Oak Dr , Champaign, IL 61822","$341,000 ",5 beds,3.5 baths,"2,581 sq ft",Contact for details,2006,"Jan 2013 for $341,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"1602 English Oak Dr , Champaign, IL 61822","$292,500 ",4 beds,3 baths,"2,275 sq ft",Contact for details,2006,"Jul 2012 for $292,500",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"1331 W Ridge Ln , Champaign, IL 61822","$210,500 ",4 beds,2.5 baths,"2,150 sq ft","8,720 sqft",2006,"Jan 2013 for $210,500",Forced air,Central,Garage - Attached,Unfinished,Yes,"Carpet, Hardwood, Linoleum / Vinyl",Yes
"802 Chickory Dr , Champaign, IL 61822","$226,500 ",4 beds,3 baths,"2,357 sq ft",Contact for details,2006,"Dec 2012 for $226,500",Forced air,Central,Garage - Attached,Partial,Yes,"Carpet, Hardwood, Linoleum / Vinyl, Tile",No
"3805 Sandstone Dr , Champaign, IL 61822","$204,000 ",3 beds,3 baths,"2,825 sq ft","7,260 sqft",2006,"Aug 2011 for $204,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"3917 Rockdale Dr , Champaign, IL 61822","$193,000 ",4 beds,2.5 baths,"2,122 sq ft","7,260 sqft",2006,"Jun 2013 for $193,000",Forced air,Central,Garage - Attached,Unknown,Unknown,"Carpet, Hardwood, Linoleum / Vinyl",Unknown
"4111 Rayburn Ct , Champaign, IL 61822","$91,000 ",3 beds,3.5 baths,"2,620 sq ft","2,617 sqft",2006,"Oct 2013 for $91,000",Forced air,Central,Garage - Attached,Unknown,Unknown,Hardwood,Unknown
"3924 Trailway Dr , Champaign, IL 61822","$260,000 ",5 beds,3.5 baths,"3,243 sq ft","6,969 sqft",2006,"Oct 2013 for $260,000",Contact for details,Unknown,Unknown,Unknown,Yes,"Carpet, Tile",Unknown
"3916 Wild Flower Dr , Champaign, IL 61822","$213,000 ",3 beds,2.5 baths,"2,118 sq ft",68.75 acres,2006,"May 2011 for $213,000",Forced air,Central,Garage - Attached,Unfinished,Yes,"Carpet, Laminate, Tile",Yes
"4707 Sandcherry Dr , Champaign, IL 61822","$352,500 ",4 beds,2.5 baths,"2,792 sq ft",0.26 acres,2006,"May 2013 for $352,500",Forced air,Central,Garage - Attached,Unknown,Unknown,"Carpet, Hardwood",Unknown
"1815 Vale St , Champaign, IL 61822","$435,000 ",4 beds,4 baths,"3,073 sq ft",0.26 acres,2005,"Nov 2012 for $435,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"4804 Horse Creek Dr , Champaign, IL 61822","$365,000 ",4 beds,4 baths,"2,653 sq ft",Contact for details,2005,"May 2013 for $365,000",Forced air,Central,Garage - Attached,Unknown,Unknown,"Carpet, Hardwood, Tile",Unknown
"3305 Cypress Creek Rd , Champaign, IL 61822","$390,000 ",5 beds,3 baths,"2,892 sq ft",0.34 acres,2005,"Nov 2011 for $390,000",Contact for details,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
"2110 Wiggins St , Champaign, IL 61822","$336,000 ",4 beds,3.5 baths,"2,786 sq ft","10,010 sqft",2005,"Aug 2011 for $336,000",Forced air,Central,Garage - Attached,Finished,Yes,"Carpet, Hardwood, Tile",Yes
